interval_id,p01i,tmpf,dwpf,relh,drct,sknt,alti,mslp,vsby,p01i_syr,tmpf_syr,dwpf_syr,relh_syr,drct_syr,sknt_syr,alti_syr,mslp_syr,vsby_syr,p01i_buf,tmpf_buf,dwpf_buf,relh_buf,drct_buf,sknt_buf,alti_buf,mslp_buf,vsby_buf,p01i_alb,tmpf_alb,dwpf_alb,relh_alb,drct_alb,sknt_alb,alti_alb,mslp_alb,vsby_alb,next_p01i
407,-0.1455934459006305,-0.7179732360757315,-0.2041091963495237,1.7146842355796967,-1.9619653598364573,-1.5952320474265338,-0.9304440221630236,-0.1314519421054756,-0.6870235189404367,0.1574094419103613,-0.7718333116939488,-0.4449359427172674,1.062702124679122,-0.6365820353601969,-0.0894708689643872,-1.0849474956895535,-0.2461340811620463,-0.9457245230074788,-0.1872873265866364,-0.7512266343742924,-0.3519846826076243,1.4485105820081174,-2.090360033319703,-1.7294205853893916,-1.1939895867858612,-0.2194338098806855,-2.329780036801981,1.7501423220433965,-0.8641314452370716,-0.3904414548290881,1.3682280454244191,1.7002530450201632,0.1607403635054808,-0.5771413126036979,-0.0667906578340107,-1.1736099115018654,0.02
566,0.2264993473730205,-0.302719862234798,-0.0968517331844378,0.5028600293523782,-0.2360036318104189,0.519165208758036,-1.0031821956760054,-0.1437658055663548,-0.2893412543598259,-0.2009641150198551,-0.4712577514065608,-0.3924466577189182,0.1185943368811275,-0.4875277289252518,-0.0894708689643872,-0.6494154502498899,-0.1362091944185191,0.4914147030291829,1.0116410512907332,-0.4975796656192068,-0.1637955838529477,1.10802882990373,-0.4101889837317844,0.2101492467985233,-1.6439399285480578,-0.3172727832587919,-0.6807589037991435,-0.1478593988740167,-0.7190321494678663,-0.4362086967905418,0.6619047180258404,0.0957708441638652,0.1607403635054808,0.0477354086067634,0.0769430654261741,0.0624677099272441,0.03
567,0.9706849339203228,-0.3580869787469227,-0.0383476623671178,0.8981824825929643,-0.3375307922825388,0.94204465999495,-1.0759203691889874,-0.1601842901808643,-0.2893412543598259,-0.2009641150198551,-0.4940286271859084,-0.3638161386289095,0.294263247778655,-0.5372124977369002,0.59058945152042,-0.7800750638817967,-0.1678542375719596,0.4914147030291829,1.4112838439165232,-0.4145679303902699,-0.0845580685878209,1.074204026039564,-0.4101889837317844,0.0059840013050585,-1.733929996900513,-0.342473730947093,-0.2096100086554755,-0.1478593988740167,-0.6827573255255651,-0.4087483516136697,0.637756911960931,-0.127073905955065,0.471033703959439,0.0357185485834792,0.0753460240566161,0.0624677099272441,0.05
568,1.7148705204676251,-0.3580869787469227,0.0104057299806485,1.074009038830782,-0.4390579527546587,0.3077254831395789,-1.148658542701969,-0.1704458430649318,-0.2893412543598259,-0.2009641150198551,-0.5213536781211255,-0.3638161386289095,0.3924576646393237,-0.4875277289252518,0.59058945152042,-0.8889580752417089,-0.1961682235513531,0.4914147030291829,4.608426184922842,-0.4422385087999155,-0.0251299321389753,1.4402139320036995,-0.3541832820788538,-0.8106769806688003,-1.756427513988619,-0.3469209570097336,-2.918716155731566,-0.1478593988740167,-0.7054290904895035,-0.3355207644753438,0.9785702657406656,-0.0825049559312789,0.1607403635054808,-0.0123488915096233,0.064166734469714,-0.2283740833501934,0.07
569,2.4590561070149275,-0.3580869787469227,0.0104057299806485,1.074009038830782,-0.3375307922825388,0.3077254831395789,-1.221396716214951,-0.184812017102625,-0.4219020092200294,0.1574094419103613,-0.5167995029652558,-0.2826963345405514,0.6735279220753682,-0.5868972665485485,0.7039328382678878,-0.9542878820576622,-0.2128235094215842,0.2518914986897393,3.2096764107325733,-0.4145679303902699,-0.0003682086186234,1.4194723069926545,-0.3541832820788538,-0.4023464896818708,-1.7789250310767248,-0.3572978178225639,-1.6230566940864797,-0.1478593988740167,-0.7054290904895035,-0.2622931773370182,1.252153932180597,-0.127073905955065,0.0573092500208281,-0.0604163316027429,0.05298744488281,-0.2283740833501934,0.07
570,2.4590561070149275,-0.302719862234798,0.0689098007979681,1.0768820217758452,-0.3375307922825388,0.7306049343764929,-1.294134889727946,-0.1991781911403205,-0.2893412543598259,0.6949697773056861,-0.5441245539004732,-0.1777177645438529,1.18882339404145,-0.5868972665485485,0.7039328382678878,-1.0196176888736002,-0.2278132667047898,-0.2271549099891478,2.210569429168103,-0.3407797212978815,0.0541075831261514,1.3170405896304158,-0.3541832820788538,-0.0960986214416737,-1.9589051677816036,-0.3973228523863359,-1.1519077989428117,-0.1478593988740167,-0.7643756793957429,-0.2806000741215996,1.4088402647154024,0.0957708441638652,-0.0461218634638245,-0.0964669116725784,0.0450022380350219,-0.6646367732663497,0.07
571,2.4590561070149275,-0.20121348196257,0.1274138716152877,0.9085252211951884,-0.2360036318104189,1.5763638368503208,-1.4032421499974124,-0.2238059180620835,-0.0242197446394187,1.7700904480963355,-0.5441245539004732,-0.2063482836338612,1.0759148290885086,-0.6365820353601969,0.7039328382678878,-1.1502773025055226,-0.2627893670322773,-1.424770931686366,3.409497807045472,-0.2854385644785898,0.1135357195749965,1.3199125069396376,-0.2421718787729925,0.1080666240517909,-2.0488952361340425,-0.4136293479493525,-0.6807589037991435,0.2317409453094659,-0.6827573255255651,-0.1936423143948376,1.4299695950221971,-0.0825049559312789,-0.2529840904331299,-0.1565512117889651,0.0338229484481197,-0.0829531867114746,0.05
572,1.7148705204676251,-0.1550742182024663,0.176167263963054,0.9113982041402507,-0.2360036318104189,1.153484385613407,-1.5123494102668915,-0.2443290238302186,-0.0242197446394187,1.7700904480963355,-0.4940286271859084,-0.1013697136371628,1.290921564477619,-0.5868972665485485,0.3639026780254842,-1.280936916137414,-0.297765467359761,-1.1852477273469222,2.610212221793893,-0.2393209337958471,0.1135357195749965,1.1243030279893198,-0.2421718787729925,0.4143144922919881,-2.228875372838921,-0.4581016085757651,-0.2096100086554755,-0.1478593988740167,-0.6646199135544145,-0.1799121418064014,1.412133147360617,0.0066329441162931,-0.4598463174024354,-0.2166355119053519,0.0146584520134277,0.0624677099272441,0.02
577,-0.1455934459006305,0.1033056588541143,0.3906821902932263,0.7304002786013204,-0.2360036318104189,-0.115153968097335,-2.276100232153221,-0.3920953853607899,0.1083410102207848,-0.2009641150198551,-0.1388029650280864,0.1372179454462431,0.79724688154508,-0.3881581913019551,1.9507100924900345,-2.195554211560731,-0.5425981696521582,0.4914147030291829,4.408604788609943,-0.3131091428882355,0.1382974430953489,1.5451984647519126,-2.090360033319703,-1.7294205853893916,-3.016288470922801,-0.6345082423938698,-3.2720778270893174,-0.1478593988740167,-0.4106961459583055,0.067230964785448,1.3857900861988983,0.0066329441162931,0.1607403635054808,-0.5771413126036979,-0.0683876992035687,-0.5192158766276309,0.02
578,0.5985921406466718,0.1033056588541143,0.4491862611105463,0.9274869086326002,-0.3375307922825388,-0.538033419334249,-2.421576579179185,-0.418775422859367,0.1083410102207848,-0.2009641150198551,-0.0841528631576524,0.1658484645362518,0.7053585281525271,-0.3881581913019551,1.383993158752695,-2.3697670297365967,-0.5825708557407104,0.4914147030291829,6.406818751738898,-0.336167958229607,0.1382974430953489,1.6479492840373977,-0.1301604754671313,-1.2190074716557298,-3.1512735734514523,-0.6656388248323573,-3.507652274661152,-0.1478593988740167,-0.365352616030429,0.1221516551391923,1.422560609070464,0.0066329441162931,-0.0461218634638245,-0.6252087526968091,-0.0795669887904709,-0.8100576699050684,0.04
