interval_id,p01i,tmpf,dwpf,relh,drct,sknt,alti,mslp,vsby,p01i_syr,tmpf_syr,dwpf_syr,relh_syr,drct_syr,sknt_syr,alti_syr,mslp_syr,vsby_syr,p01i_buf,tmpf_buf,dwpf_buf,relh_buf,drct_buf,sknt_buf,alti_buf,mslp_buf,vsby_buf,p01i_alb,tmpf_alb,dwpf_alb,relh_alb,drct_alb,sknt_alb,alti_alb,mslp_alb,vsby_alb,next_p01i
407,0.0,0.435,0.3016085790884719,0.4007665106824486,0.0,0.0,0.8386730932804083,0.9631917090519712,0.0038690417738672,0.0059880239520958,0.465324384787472,0.3025210084033613,0.3746835443037974,0.3055555555555556,0.1206581352833638,0.415104445634709,0.9636897736366674,0.5533901745838409,0.0,0.4333895446880269,0.2733597422871116,0.3368178243774574,0.0,0.0,0.3811262351680617,0.9623878390577572,0.3963782696177062,0.0364963503649635,0.4115755627009646,0.4465729579180991,0.360310109254663,1.0,0.0638297872340425,0.4783362715168193,0.9638259423326032,0.0014701558365186,0.02
566,0.0050251256281407,0.51,0.3126675603217158,0.3114531941474157,0.4722222222222222,0.0621079436059872,0.8381060391267366,0.9626180733488852,0.0068150126676748,0.0,0.5145413870246085,0.3079584775086505,0.3083544303797468,0.3472222222222222,0.1206581352833638,0.4686663095875734,0.9668936171393144,0.7969955339017458,0.0252100840336134,0.4797639123102866,0.2918760884669873,0.3144429882044561,0.4166666666666667,0.1666666666666666,0.3255684749394825,0.959188866606484,0.7484909456740444,0.0,0.4372990353697749,0.4430480003481439,0.3109152316864109,0.5,0.0638297872340425,0.4828080434564504,0.9724616590171276,0.0098010389101244,0.03
567,0.0150753768844221,0.5,0.3186997319034853,0.3405890698117603,0.4444444444444444,0.0745295323271846,0.837538984973065,0.9618532257447704,0.0068150126676748,0.0,0.5108128262490679,0.3109243697478991,0.3206962025316455,0.3333333333333333,0.1809872029250457,0.4525977504017132,0.9659712985552192,0.7969955339017458,0.0336134453781512,0.4949409780775716,0.2996724447532507,0.3122201834862385,0.4166666666666667,0.1491228070175438,0.3144569228937647,0.9583648888538834,0.8490945674044266,0.0,0.4437299035369775,0.445162974890117,0.3092265179233937,0.4305555555555556,0.0775075987841945,0.4827220478422266,0.9723657066095218,0.0098010389101244,0.05
568,0.0251256281407035,0.5,0.3237265415549598,0.3535477586973553,0.4166666666666667,0.0558971492453884,0.8369719308193934,0.9613751959921985,0.0068150126676748,0.0,0.5063385533184191,0.3109243697478991,0.3275949367088607,0.3472222222222222,0.1809872029250457,0.4392072844134975,0.9651460661378706,0.7969955339017458,0.1008403361344537,0.4898819561551433,0.3055197119679483,0.3362726081258191,0.4305555555555556,0.0789473684210526,0.3116790348823362,0.9582194810151892,0.2706237424547283,0.0,0.4397106109324759,0.4508029070020453,0.333060409896886,0.4444444444444444,0.0638297872340425,0.482378065385332,0.9716940397562812,0.0078408311280995,0.07
569,0.0351758793969849,0.5,0.3237265415549598,0.3535477586973553,0.4444444444444444,0.0558971492453884,0.8364048766657217,0.960705954338598,0.0058330223697389,0.0059880239520958,0.5070842654735273,0.319327731092437,0.3473417721518987,0.3194444444444444,0.1910420475319927,0.4311730048205674,0.964660635304136,0.7563946406820949,0.0714285714285713,0.4949409780775716,0.3079560733074056,0.3349095674967234,0.4305555555555556,0.1140350877192982,0.3089011468709077,0.957880196058236,0.5472837022132797,0.0,0.4397106109324759,0.4564428391139736,0.3521927692347055,0.4305555555555556,0.0592705167173252,0.4820340829284373,0.9710223729030404,0.0078408311280995,0.07
570,0.0351758793969849,0.51,0.3297587131367292,0.3537595019797998,0.4444444444444444,0.0683187379665859,0.8358378225120499,0.9600367126849976,0.0068150126676748,0.0149700598802395,0.5026099925428784,0.3302026693030153,0.3835443037974684,0.3194444444444444,0.1910420475319927,0.4231387252276392,0.9642237475537752,0.6751928542427933,0.0504201680672268,0.5084317032040472,0.3133160682542117,0.328178243774574,0.4305555555555556,0.1403508771929824,0.286678042779476,0.9565715255099876,0.647887323943662,0.0,0.4292604501607717,0.4550328560859915,0.3631502187651919,0.5,0.0547112462006078,0.4817760960857662,0.9705426108650111,0.0049005194550622,0.07
571,0.0351758793969849,0.5283333333333333,0.3357908847184986,0.3413513456285599,0.4722222222222222,0.0931619154089808,0.8349872412815424,0.9588894412788252,0.0087789932635465,0.0329341317365269,0.5026099925428784,0.3272367770637667,0.3756118143459915,0.3055555555555556,0.1910420475319927,0.407070166041777,0.963204342802933,0.4721883881445392,0.0756302521008403,0.5185497470489039,0.3191633354689093,0.3283669724770642,0.4583333333333333,0.1578947368421052,0.2755664907337602,0.9560383634347756,0.7484909456740444,0.0072992700729927,0.4437299035369775,0.4617302754689063,0.3646278433078319,0.4444444444444444,0.0455927051671732,0.4813461180146479,0.9698709440117704,0.008820935019112,0.05
572,0.0251256281407035,0.5366666666666666,0.3408176943699731,0.3415630889110043,0.4722222222222222,0.0807403266877833,0.8341366600510349,0.9579333817736816,0.0087789932635465,0.0329341317365269,0.5108128262490679,0.3381117152743451,0.390717299578059,0.3194444444444444,0.1608775137111517,0.3910016068559186,0.9621849380520908,0.5127892813641901,0.0588235294117647,0.5269814502529511,0.3191633354689093,0.3155124508519004,0.4583333333333333,0.1842105263157894,0.2533433866423285,0.9545842850478332,0.8490945674044266,0.0,0.4469453376205788,0.4627877627398929,0.3633804979146942,0.4722222222222222,0.0364741641337385,0.4809161399435295,0.9687195151205004,0.0098010389101244,0.02
577,0.0,0.5833333333333334,0.362935656836461,0.3282232621170094,0.4722222222222222,0.043475560524191,0.8281825914374823,0.9510497533366477,0.0097609835614824,0.0,0.5689783743475019,0.3628274839347504,0.3560337552742615,0.375,0.3016453382084095,0.2785216925549005,0.9550491047961952,0.7969955339017458,0.0966386554621848,0.5134907251264755,0.3215996968083666,0.3431716906946265,0.0,0.0,0.1561173062423103,0.9488164407796283,0.1951710261569416,0.0,0.4919614147909968,0.4818225336176508,0.3615382647186755,0.4722222222222222,0.0638297872340425,0.4783362715168193,0.9637299899249974,0.0058806233460746,0.02
578,0.0100502512562814,0.5833333333333334,0.3689678284182306,0.3427488512926928,0.4444444444444444,0.0310539718029936,0.827048483130139,0.9498068759799608,0.0097609835614824,0.0,0.5779269202087994,0.365793376173999,0.3495780590717299,0.375,0.2513711151736746,0.2570969469737548,0.9538840707952329,0.7969955339017458,0.1386554621848739,0.5092748735244519,0.3215996968083666,0.3499239842726081,0.4861111111111111,0.043859649122807,0.1394499781737375,0.9477985859087688,0.1448692152917505,0.0,0.5,0.486052482701597,0.3641097152214517,0.4722222222222222,0.0547112462006078,0.4779922890599246,0.9630583230717568,0.0039204155640497,0.04
